,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
146,"Arts, entertainment, and recreation",189876790497.71692,,"Arts, entertainment, and recreation",-0.33760,0.33960,0.21111,0.58565,0.43198,0.46113,non-corporate,0.46883,2027
149,Finance and insurance,309388598978.03119,,Finance and insurance,-0.30245,0.35023,0.22535,0.59654,0.44112,0.47086,non-corporate,0.34946,2027
150,Health care and social assistance,712395514860.77893,,Health care and social assistance,-0.31057,0.34804,0.22231,0.59403,0.43923,0.46878,non-corporate,0.48443,2027
151,Information,167179370661.11032,,Information,-0.35992,0.33251,0.20176,0.57874,0.42588,0.45474,non-corporate,0.57856,2027
152,Management of companies and enterprises,90403382554.93427,,Management of companies and enterprises,-0.33487,0.34076,0.21254,0.58650,0.43297,0.46211,non-corporate,0.44418,2027
153,Manufacturing,649562708068.65234,,Manufacturing,-0.30879,0.34689,0.22142,0.59458,0.43824,0.46818,non-corporate,0.49486,2027
154,Mining,317661770013.00690,,Mining,-0.30592,0.34944,0.22419,0.59547,0.44044,0.47007,non-corporate,0.63519,2027
155,"Other services, except government",434659499245.13385,,"Other services, except government",-0.31505,0.34658,0.22040,0.59264,0.43798,0.46748,non-corporate,0.42952,2027
156,"Professional, scientific, and technical services",309828490189.64392,,"Professional, scientific, and technical services",-0.39931,0.32135,0.18658,0.56654,0.41628,0.44438,non-corporate,0.67064,2027
157,Real estate and rental and leasing,10382152390209.22852,,Real estate and rental and leasing,-0.30551,0.34959,0.22438,0.59559,0.44056,0.47020,non-corporate,0.09473,2027
159,Transportation and warehousing,270737659127.65555,,Transportation and warehousing,-0.30581,0.34948,0.22424,0.59550,0.44047,0.47010,non-corporate,0.53584,2027
162,Overall,20307631130712.19531,,Overall,-0.09605,0.34847,0.27067,0.48364,0.57435,0.55849,corporate,0.38918,2027
163,Overall,17036588869287.80469,,Overall,-0.29992,0.35097,0.22635,0.59733,0.44175,0.47155,non-corporate,0.21617,2027
0,Accommodation,251468386854.07248,7210,Accommodation and food services,-0.09298,0.35017,0.27258,0.48664,0.57590,0.56027,corporate,0.21358,2028
1,Food services and drinking places,170870560831.34879,7220,Accommodation and food services,-0.09070,0.35073,0.27337,0.48772,0.57626,0.56075,corporate,0.36974,2028
2,Administrative and support services,106492097792.69568,5610,Administrative and waste management services,-0.12406,0.34115,0.26066,0.47205,0.57001,0.55306,corporate,0.59792,2028
3,Waste management and remediation services,69464866307.31482,5620,Administrative and waste management services,-0.09345,0.35001,0.27238,0.48642,0.57579,0.56015,corporate,0.37635,2028
4,Farms,359601192714.82739,110C,"Agriculture, forestry, fishing, and hunting",-0.05605,0.35952,0.28563,0.50399,0.58200,0.56816,corporate,0.26026,2028
5,"Forestry, fishing, and related activities",34352705962.32426,113F,"Agriculture, forestry, fishing, and hunting",-0.08842,0.35131,0.27417,0.48878,0.57664,0.56123,corporate,0.28726,2028
6,"Performing arts, spectator sports, museums, and related activities",79922779340.27766,711A,"Arts, entertainment, and recreation",-0.14480,0.33429,0.25193,0.46230,0.56553,0.54779,corporate,0.47021,2028
7,"Amusements, gambling, and recreation industries",103100531850.63574,7130,"Arts, entertainment, and recreation",-0.09318,0.35011,0.27250,0.48655,0.57586,0.56022,corporate,0.33671,2028
8,Construction,167674309864.62842,2300,Construction,-0.06873,0.35620,0.28104,0.49803,0.57984,0.56539,corporate,0.35497,2028
9,Educational services,321852356259.17963,6100,Educational services,-0.10229,0.34739,0.26893,0.48227,0.57409,0.55807,corporate,0.35453,2028
10,Credit intermediation and related activities,742471497270.98792,5220,Finance and insurance,-0.09779,0.34878,0.27074,0.48439,0.57499,0.55916,corporate,0.55063,2028
11,"Securities, commodity contracts, and investments",117288646634.00693,5230,Finance and insurance,-0.09845,0.34832,0.27024,0.48407,0.57469,0.55886,corporate,0.30910,2028
12,Insurance carriers and related activities,242704259872.50821,5240,Finance and insurance,-0.11431,0.34396,0.26437,0.47663,0.57185,0.55531,corporate,0.49445,2028
13,"Funds, trusts, and other financial vehicles",34266597922.83983,5250,Finance and insurance,-0.09362,0.35000,0.27235,0.48635,0.57579,0.56013,corporate,0.25994,2028
14,Ambulatory health care services,187676386627.50763,6210,Health care and social assistance,-0.09645,0.34911,0.27119,0.48501,0.57520,0.55943,corporate,0.49098,2028
15,Hospitals,476870658866.97443,622H,Health care and social assistance,-0.09670,0.34907,0.27113,0.48490,0.57518,0.55940,corporate,0.38451,2028
16,Nursing and residential care facilities,45367688456.41498,6230,Health care and social assistance,-0.09560,0.34941,0.27157,0.48542,0.57540,0.55966,corporate,0.40061,2028
17,Social assistance,32821172821.90539,6240,Health care and social assistance,-0.09459,0.34960,0.27187,0.48589,0.57553,0.55984,corporate,0.38508,2028
18,Publishing industries (including software),205722166039.38168,5110,Information,-0.18798,0.32170,0.23541,0.44202,0.55732,0.53780,corporate,0.59557,2028
19,Motion picture and sound recording industries,275276728520.28156,5120,Information,-0.19985,0.31618,0.22895,0.43645,0.55372,0.53390,corporate,0.61753,2028
20,Broadcasting and telecommunications,1290508619097.38721,5130,Information,-0.11049,0.34478,0.26557,0.47842,0.57238,0.55603,corporate,0.47788,2028
21,Information and data processing services,118194411065.82817,5140,Information,-0.18267,0.32445,0.23856,0.44452,0.55911,0.53970,corporate,0.69818,2028
22,Management of companies and enterprises,424413204161.25208,5500,Management of companies and enterprises,-0.11571,0.34362,0.26389,0.47597,0.57162,0.55502,corporate,0.37802,2028
23,"Food, beverage, and tobacco products",382744557829.31506,311A,Manufacturing,-0.07350,0.35441,0.27883,0.49579,0.57867,0.56405,corporate,0.41208,2028
24,Textile mills and textile product mills,39763433351.20227,313T,Manufacturing,-0.07966,0.35309,0.27687,0.49290,0.57781,0.56287,corporate,0.43664,2028
25,Apparel and leather and allied products,23802489966.32124,315A,Manufacturing,-0.04567,0.36156,0.28878,0.50887,0.58333,0.57006,corporate,0.29616,2028
26,Wood products,45996624948.83839,3210,Manufacturing,-0.07467,0.35427,0.27856,0.49525,0.57858,0.56389,corporate,0.36274,2028
27,Paper products,129541595783.22841,3220,Manufacturing,-0.09214,0.34933,0.27193,0.48704,0.57535,0.55988,corporate,0.49110,2028
28,Printing and related support activities,49933189821.24265,3230,Manufacturing,-0.10288,0.34642,0.26798,0.48200,0.57345,0.55749,corporate,0.53368,2028
29,Petroleum and coal products,329428097154.64099,3240,Manufacturing,-0.07922,0.35324,0.27706,0.49311,0.57790,0.56298,corporate,0.28997,2028
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.14160,0.33285,0.25099,0.46381,0.56460,0.54722,corporate,0.53708,2028
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.08553,0.35066,0.27396,0.49014,0.57622,0.56110,corporate,0.47331,2028
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.08664,0.35117,0.27427,0.48962,0.57655,0.56129,corporate,0.36581,2028
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.07111,0.35539,0.28001,0.49691,0.57930,0.56476,corporate,0.43497,2028
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.07672,0.35354,0.27764,0.49428,0.57810,0.56333,corporate,0.46657,2028
35,Machinery,272319888399.54382,3330,Manufacturing,-0.09257,0.34807,0.27075,0.48683,0.57453,0.55916,corporate,0.46578,2028
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.18718,0.32274,0.23649,0.44240,0.55800,0.53845,corporate,0.59129,2028
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.08683,0.34945,0.27271,0.48953,0.57543,0.56035,corporate,0.39817,2028
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.11569,0.34225,0.26268,0.47598,0.57073,0.55429,corporate,0.50808,2028
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.08071,0.35095,0.27484,0.49241,0.57641,0.56164,corporate,0.38653,2028
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.07991,0.35242,0.27624,0.49278,0.57737,0.56248,corporate,0.41218,2028
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.10982,0.34272,0.26380,0.47874,0.57103,0.55496,corporate,0.46717,2028
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.09375,0.34995,0.27228,0.48628,0.57575,0.56009,corporate,0.58703,2028
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.08695,0.35165,0.27466,0.48948,0.57686,0.56153,corporate,0.42548,2028
44,Support activities for mining,120225750260.04312,2130,Mining,-0.09137,0.35043,0.27301,0.48740,0.57607,0.56053,corporate,0.60207,2028
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.09861,0.34832,0.27022,0.48400,0.57469,0.55884,corporate,0.34653,2028
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.09856,0.34857,0.27046,0.48402,0.57486,0.55899,corporate,0.49829,2028
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.16319,0.32904,0.24499,0.45367,0.56211,0.54359,corporate,0.62578,2028
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.16320,0.33024,0.24611,0.45366,0.56289,0.54427,corporate,0.61504,2028
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.09320,0.35012,0.27251,0.48654,0.57587,0.56023,corporate,0.06752,2028
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.09254,0.35027,0.27272,0.48685,0.57596,0.56036,corporate,0.66400,2028
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.06228,0.35783,0.28332,0.50107,0.58090,0.56676,corporate,0.26425,2028
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.09285,0.35018,0.27261,0.48671,0.57591,0.56029,corporate,0.56302,2028
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.09359,0.35001,0.27236,0.48636,0.57579,0.56014,corporate,0.33984,2028
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.09278,0.35021,0.27264,0.48674,0.57592,0.56031,corporate,0.53974,2028
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.09376,0.34993,0.27227,0.48628,0.57574,0.56008,corporate,0.62503,2028
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.09354,0.35003,0.27238,0.48638,0.57581,0.56015,corporate,0.49094,2028
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.09374,0.34998,0.27231,0.48629,0.57577,0.56011,corporate,0.46654,2028
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.09352,0.34995,0.27232,0.48639,0.57576,0.56011,corporate,0.44501,2028
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.09264,0.35020,0.27265,0.48680,0.57592,0.56031,corporate,0.35967,2028
60,Utilities,2043224620805.23413,2200,Utilities,-0.09274,0.35022,0.27265,0.48676,0.57593,0.56032,corporate,0.40961,2028
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.03275,0.36522,0.29373,0.51493,0.58572,0.57306,corporate,0.27086,2028
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.30651,0.34955,0.22412,0.59781,0.44062,0.47067,non-corporate,0.32226,2028
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.30267,0.35062,0.22559,0.59899,0.44154,0.47168,non-corporate,0.48274,2028
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.34862,0.33695,0.20721,0.58485,0.42979,0.45914,non-corporate,0.64797,2028
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.30598,0.34966,0.22429,0.59797,0.44072,0.47079,non-corporate,0.46143,2028
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.25107,0.36536,0.24574,0.61488,0.45422,0.48542,non-corporate,0.26479,2028
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.30373,0.35033,0.22519,0.59867,0.44130,0.47141,non-corporate,0.14863,2028
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.37996,0.32699,0.19408,0.57520,0.42123,0.45018,non-corporate,0.54982,2028
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.30505,0.34995,0.22468,0.59826,0.44097,0.47105,non-corporate,0.40220,2028
70,Construction,416883328410.43872,2300,Construction,-0.28967,0.35425,0.23059,0.60300,0.44467,0.47508,non-corporate,0.30788,2028
71,Educational services,223504007264.40912,6100,Educational services,-0.31888,0.34576,0.21907,0.59400,0.43737,0.46723,non-corporate,0.43084,2028
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.29990,0.35128,0.22655,0.59985,0.44211,0.47233,non-corporate,0.56596,2028
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.29965,0.35124,0.22654,0.59992,0.44208,0.47232,non-corporate,0.24613,2028
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.33317,0.34152,0.21336,0.58960,0.43372,0.46333,non-corporate,0.52773,2028
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.30598,0.34969,0.22432,0.59797,0.44075,0.47081,non-corporate,0.29206,2028
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.31071,0.34823,0.22238,0.59652,0.43949,0.46948,non-corporate,0.56579,2028
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.31116,0.34813,0.22222,0.59638,0.43940,0.46938,non-corporate,0.45990,2028
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.30962,0.34860,0.22285,0.59685,0.43981,0.46981,non-corporate,0.47837,2028
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.30928,0.34866,0.22295,0.59696,0.43986,0.46988,non-corporate,0.43838,2028
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.41801,0.31557,0.17881,0.56349,0.41140,0.43976,non-corporate,0.58517,2028
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.44908,0.30496,0.16510,0.55392,0.40228,0.43041,non-corporate,0.67361,2028
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.32682,0.34315,0.21565,0.59156,0.43512,0.46489,non-corporate,0.53943,2028
83,Information and data processing services,9622690880.85332,5140,Information,-0.42707,0.31406,0.17636,0.56070,0.41011,0.43809,non-corporate,0.71687,2028
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.33518,0.34092,0.21255,0.58899,0.43320,0.46278,non-corporate,0.44433,2028
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.26000,0.36237,0.24183,0.61213,0.45165,0.48275,non-corporate,0.42249,2028
86,Textile mills and textile product mills,7854948624.08660,313T,Manufacturing,-0.27556,0.35803,0.23585,0.60734,0.44792,0.47868,non-corporate,0.47686,2028
87,Apparel and leather and allied products,5338390836.47052,315A,Manufacturing,-0.23433,0.36980,0.25197,0.62003,0.45804,0.48967,non-corporate,0.33706,2028
88,Wood products,13100141973.28175,3210,Manufacturing,-0.27396,0.35842,0.23641,0.60783,0.44825,0.47906,non-corporate,0.40773,2028
89,Paper products,18990987477.15243,3220,Manufacturing,-0.29158,0.35305,0.22921,0.60241,0.44363,0.47415,non-corporate,0.52958,2028
90,Printing and related support activities,7652157518.94444,3230,Manufacturing,-0.30894,0.34798,0.22234,0.59706,0.43927,0.46946,non-corporate,0.58122,2028
91,Petroleum and coal products,36804972258.67471,3240,Manufacturing,-0.27510,0.35816,0.23602,0.60748,0.44802,0.47879,non-corporate,0.34608,2028
92,Chemical products,155956627359.31982,3250,Manufacturing,-0.35888,0.33128,0.20058,0.58169,0.42491,0.45461,non-corporate,0.57609,2028
93,Plastics and rubber products,18759113940.69875,3260,Manufacturing,-0.27393,0.35791,0.23593,0.60784,0.44781,0.47873,non-corporate,0.48215,2028
94,Nonmetallic mineral products,17930326841.81076,3270,Manufacturing,-0.28550,0.35507,0.23186,0.60428,0.44537,0.47595,non-corporate,0.40599,2028
95,Primary metals,31384946425.19739,3310,Manufacturing,-0.25791,0.36320,0.24287,0.61277,0.45236,0.48346,non-corporate,0.45950,2028
96,Fabricated metal products,33868174282.10670,3320,Manufacturing,-0.26744,0.36017,0.23885,0.60984,0.44975,0.48072,non-corporate,0.49071,2028
97,Machinery,44994036766.64782,3330,Manufacturing,-0.27670,0.35664,0.23439,0.60699,0.44672,0.47768,non-corporate,0.45644,2028
98,Computer and electronic products,67202508360.48989,3340,Manufacturing,-0.42727,0.31347,0.17577,0.56064,0.40960,0.43769,non-corporate,0.63134,2028
99,"Electrical equipment, appliances, and components",13457767002.51348,3350,Manufacturing,-0.27187,0.35794,0.23621,0.60847,0.44784,0.47892,non-corporate,0.40622,2028
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.31718,0.34508,0.21862,0.59453,0.43678,0.46692,non-corporate,0.52164,2028
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.26000,0.36141,0.24093,0.61213,0.45083,0.48214,non-corporate,0.37654,2028
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.27067,0.35903,0.23739,0.60884,0.44878,0.47972,non-corporate,0.44374,2028
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.30159,0.34881,0.22400,0.59932,0.43998,0.47059,non-corporate,0.47583,2028
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.30723,0.34933,0.22383,0.59759,0.44043,0.47047,non-corporate,0.66366,2028
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.30067,0.35117,0.22635,0.59961,0.44202,0.47220,non-corporate,0.45196,2028
106,Support activities for mining,25044165259.49403,2130,Mining,-0.30545,0.34975,0.22444,0.59814,0.44079,0.47089,non-corporate,0.66458,2028
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.31534,0.34675,0.22042,0.59509,0.43821,0.46815,non-corporate,0.42970,2028
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.31368,0.34740,0.22124,0.59560,0.43878,0.46871,non-corporate,0.55876,2028
109,"Miscellaneous professional, scientific, and technical services",250145961932.30286,5412,"Professional, scientific, and technical services",-0.40772,0.31902,0.18329,0.56666,0.41437,0.44281,non-corporate,0.68269,2028
110,Computer systems design and related services,34987856978.61507,5415,"Professional, scientific, and technical services",-0.40706,0.32014,0.18445,0.56686,0.41533,0.44361,non-corporate,0.66472,2028
111,Real estate,10194541073775.74609,5310,Real estate and rental and leasing,-0.30583,0.34974,0.22439,0.59802,0.44079,0.47086,non-corporate,0.08341,2028
112,Rental and leasing services and lessors of intangible assets,187611316433.48492,5320,Real estate and rental and leasing,-0.30403,0.35024,0.22507,0.59858,0.44122,0.47132,non-corporate,0.71217,2028
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.21809,0.37500,0.25886,0.62503,0.46251,0.49437,non-corporate,0.24045,2028
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.30504,0.34994,0.22467,0.59826,0.44096,0.47105,non-corporate,0.63865,2028
115,Railroad transportation,83039763587.38625,4820,Transportation and warehousing,-0.30663,0.34951,0.22407,0.59777,0.44059,0.47064,non-corporate,0.41726,2028
116,Water transportation,9217710064.27329,4830,Transportation and warehousing,-0.30500,0.34996,0.22469,0.59827,0.44098,0.47106,non-corporate,0.61547,2028
117,Truck transportation,37317255861.79116,4840,Transportation and warehousing,-0.30652,0.34952,0.22409,0.59781,0.44059,0.47065,non-corporate,0.68851,2028
118,Transit and ground passenger transportation,10233125938.19117,4850,Transportation and warehousing,-0.30631,0.34960,0.22420,0.59787,0.44067,0.47073,non-corporate,0.56529,2028
119,Pipeline transportation,33708295455.53726,4860,Transportation and warehousing,-0.30695,0.34942,0.22395,0.59768,0.44052,0.47056,non-corporate,0.54744,2028
120,Other transportation and support activities,34235605978.45628,487S,Transportation and warehousing,-0.30555,0.34976,0.22444,0.59811,0.44080,0.47089,non-corporate,0.51606,2028
121,Warehousing and storage,15189477206.63352,4930,Transportation and warehousing,-0.30539,0.34982,0.22451,0.59816,0.44086,0.47094,non-corporate,0.43940,2028
122,Utilities,110848021471.32501,2200,Utilities,-0.30518,0.34991,0.22463,0.59822,0.44094,0.47102,non-corporate,0.48462,2028
123,Wholesale trade,387578651034.95862,4200,Wholesale trade,-0.18325,0.38536,0.27292,0.63576,0.47142,0.50397,non-corporate,0.20388,2028
124,Accommodation and food services,422338947685.42126,,Accommodation and food services,-0.09206,0.35039,0.27290,0.48708,0.57605,0.56046,corporate,0.27676,2028
125,Administrative and waste management services,175956964100.01053,,Administrative and waste management services,-0.11177,0.34468,0.26533,0.47782,0.57231,0.55589,corporate,0.51045,2028
126,"Agriculture, forestry, fishing, and hunting",393953898677.15161,,"Agriculture, forestry, fishing, and hunting",-0.05879,0.35882,0.28464,0.50270,0.58154,0.56756,corporate,0.26262,2028
127,"Arts, entertainment, and recreation",183023311190.91339,,"Arts, entertainment, and recreation",-0.11514,0.34329,0.26366,0.47624,0.57141,0.55488,corporate,0.39501,2028
130,Finance and insurance,1136731001700.34302,,Finance and insurance,-0.10121,0.34775,0.26938,0.48278,0.57432,0.55834,corporate,0.50495,2028
131,Health care and social assistance,742735906772.80237,,Health care and social assistance,-0.09647,0.34913,0.27121,0.48500,0.57522,0.55944,corporate,0.41242,2028
132,Information,1889701924722.87842,,Information,-0.13520,0.33704,0.25557,0.46681,0.56733,0.54999,corporate,0.52482,2028
133,Management of companies and enterprises,424413204161.25208,,Management of companies and enterprises,-0.11571,0.34362,0.26389,0.47597,0.57162,0.55502,corporate,0.37802,2028
134,Manufacturing,3957731403454.22363,,Manufacturing,-0.10951,0.34344,0.26449,0.47888,0.57151,0.55538,corporate,0.46863,2028
135,Mining,1516828156663.24072,,Mining,-0.09271,0.35020,0.27264,0.48677,0.57592,0.56031,corporate,0.56796,2028
136,"Other services, except government",227393671623.35632,,"Other services, except government",-0.09861,0.34832,0.27022,0.48400,0.57469,0.55884,corporate,0.34653,2028
137,"Professional, scientific, and technical services",311940720413.04395,,"Professional, scientific, and technical services",-0.15881,0.33049,0.24683,0.45572,0.56306,0.54471,corporate,0.61611,2028
138,Real estate and rental and leasing,2794042611502.89404,,Real estate and rental and leasing,-0.09314,0.35013,0.27253,0.48657,0.57587,0.56024,corporate,0.12049,2028
140,Transportation and warehousing,1016357427176.24634,,Transportation and warehousing,-0.09342,0.35004,0.27240,0.48644,0.57581,0.56017,corporate,0.45785,2028
143,Accommodation and food services,453453559859.06067,,Accommodation and food services,-0.30539,0.34986,0.22455,0.59816,0.44089,0.47096,non-corporate,0.36884,2028
144,Administrative and waste management services,133222200109.40714,,Administrative and waste management services,-0.33377,0.34134,0.21312,0.58942,0.43357,0.46317,non-corporate,0.58434,2028
145,"Agriculture, forestry, fishing, and hunting",878144931748.55566,,"Agriculture, forestry, fishing, and hunting",-0.26168,0.36229,0.24155,0.61161,0.45158,0.48256,non-corporate,0.24060,2028
146,"Arts, entertainment, and recreation",189876790497.71692,,"Arts, entertainment, and recreation",-0.33791,0.33976,0.21112,0.58814,0.43221,0.46181,non-corporate,0.46900,2028
149,Finance and insurance,309388598978.03119,,Finance and insurance,-0.30273,0.35040,0.22538,0.59898,0.44135,0.47153,non-corporate,0.34957,2028
150,Health care and social assistance,712395514860.77893,,Health care and social assistance,-0.31087,0.34821,0.22233,0.59647,0.43947,0.46945,non-corporate,0.48461,2028
151,Information,167179370661.11032,,Information,-0.36024,0.33267,0.20176,0.58127,0.42610,0.45542,non-corporate,0.57873,2028
152,Management of companies and enterprises,90403382554.93427,,Management of companies and enterprises,-0.33518,0.34092,0.21255,0.58899,0.43320,0.46278,non-corporate,0.44433,2028
153,Manufacturing,649562708068.65234,,Manufacturing,-0.30905,0.34706,0.22146,0.59703,0.43848,0.46886,non-corporate,0.49499,2028
154,Mining,317661770013.00690,,Mining,-0.30621,0.34961,0.22421,0.59790,0.44067,0.47074,non-corporate,0.63537,2028
155,"Other services, except government",434659499245.13385,,"Other services, except government",-0.31534,0.34675,0.22042,0.59509,0.43821,0.46815,non-corporate,0.42970,2028
156,"Professional, scientific, and technical services",309828490189.64392,,"Professional, scientific, and technical services",-0.39966,0.32150,0.18658,0.56914,0.41650,0.44506,non-corporate,0.67078,2028
157,Real estate and rental and leasing,10382152390209.22852,,Real estate and rental and leasing,-0.30580,0.34975,0.22440,0.59803,0.44080,0.47086,non-corporate,0.09478,2028
159,Transportation and warehousing,270737659127.65555,,Transportation and warehousing,-0.30610,0.34964,0.22426,0.59794,0.44070,0.47077,non-corporate,0.53602,2028
162,Overall,20307631130712.19531,,Overall,-0.09605,0.34847,0.27067,0.48520,0.57479,0.55912,corporate,0.38918,2028
163,Overall,17036588869287.80469,,Overall,-0.30020,0.35114,0.22638,0.59975,0.44199,0.47221,non-corporate,0.21625,2028
0,Accommodation,251468386854.07248,7210,Accommodation and food services,-0.09298,0.35017,0.27258,0.48871,0.57619,0.56088,corporate,0.21358,2029
1,Food services and drinking places,170870560831.34879,7220,Accommodation and food services,-0.09070,0.35073,0.27337,0.48978,0.57656,0.56135,corporate,0.36974,2029
2,Administrative and support services,106492097792.69568,5610,Administrative and waste management services,-0.12406,0.34115,0.26066,0.47417,0.57031,0.55368,corporate,0.59792,2029
3,Waste management and remediation services,69464866307.31482,5620,Administrative and waste management services,-0.09345,0.35001,0.27238,0.48849,0.57609,0.56075,corporate,0.37635,2029
4,Farms,359601192714.82739,110C,"Agriculture, forestry, fishing, and hunting",-0.05605,0.35952,0.28563,0.50599,0.58230,0.56875,corporate,0.26026,2029
5,"Forestry, fishing, and related activities",34352705962.32426,113F,"Agriculture, forestry, fishing, and hunting",-0.08842,0.35131,0.27417,0.49084,0.57694,0.56184,corporate,0.28726,2029
6,"Performing arts, spectator sports, museums, and related activities",79922779340.27766,711A,"Arts, entertainment, and recreation",-0.14480,0.33429,0.25193,0.46447,0.56584,0.54841,corporate,0.47021,2029
7,"Amusements, gambling, and recreation industries",103100531850.63574,7130,"Arts, entertainment, and recreation",-0.09318,0.35011,0.27250,0.48861,0.57616,0.56083,corporate,0.33671,2029
8,Construction,167674309864.62842,2300,Construction,-0.06873,0.35620,0.28104,0.50005,0.58013,0.56598,corporate,0.35497,2029
9,Educational services,321852356259.17963,6100,Educational services,-0.10229,0.34739,0.26893,0.48435,0.57438,0.55867,corporate,0.35453,2029
10,Credit intermediation and related activities,742471497270.98792,5220,Finance and insurance,-0.09779,0.34878,0.27074,0.48646,0.57529,0.55976,corporate,0.55063,2029
11,"Securities, commodity contracts, and investments",117288646634.00693,5230,Finance and insurance,-0.09845,0.34832,0.27024,0.48615,0.57499,0.55947,corporate,0.30910,2029
12,Insurance carriers and related activities,242704259872.50821,5240,Finance and insurance,-0.11431,0.34396,0.26437,0.47873,0.57214,0.55592,corporate,0.49445,2029
13,"Funds, trusts, and other financial vehicles",34266597922.83983,5250,Finance and insurance,-0.09362,0.35000,0.27235,0.48841,0.57609,0.56074,corporate,0.25994,2029
14,Ambulatory health care services,187676386627.50763,6210,Health care and social assistance,-0.09645,0.34911,0.27119,0.48708,0.57550,0.56004,corporate,0.49098,2029
15,Hospitals,476870658866.97443,622H,Health care and social assistance,-0.09670,0.34907,0.27113,0.48697,0.57548,0.56000,corporate,0.38451,2029
16,Nursing and residential care facilities,45367688456.41498,6230,Health care and social assistance,-0.09560,0.34941,0.27157,0.48749,0.57570,0.56027,corporate,0.40061,2029
