,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.14431,0.14597,0.08398,0.20637,0.25149,0.24124,corporate,0.67934,2027
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.11709,0.15981,0.10063,0.22525,0.26363,0.25503,corporate,0.68394,2027
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.09894,0.17688,0.11800,0.23783,0.27858,0.26942,corporate,0.54921,2027
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.22686,0.09052,0.02318,0.14911,0.20290,0.19087,corporate,0.81097,2027
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.14145,0.15108,0.08882,0.20835,0.25597,0.24525,corporate,0.60224,2027
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.07763,0.19481,0.13685,0.25261,0.29430,0.28503,corporate,0.38683,2027
60,Utilities,2043224620805.23413,2200,Utilities,-0.17585,0.13094,0.06563,0.18449,0.23832,0.22604,corporate,0.66370,2027
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.04836,0.20800,0.15331,0.27292,0.30586,0.29866,corporate,0.28714,2027
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.19743,0.28131,0.19688,0.30670,0.28131,0.28520,non-corporate,0.26608,2027
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.22441,0.26043,0.17424,0.29108,0.26043,0.26504,non-corporate,0.45785,2027
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.25374,0.24230,0.15411,0.27409,0.24230,0.24713,non-corporate,0.63994,2027
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.30886,0.22185,0.12819,0.24218,0.22185,0.22406,non-corporate,0.55170,2027
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.23188,0.25953,0.17279,0.28675,0.25953,0.26375,non-corporate,0.31205,2027
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.23892,0.26727,0.17949,0.28267,0.26727,0.26972,non-corporate,0.15911,2027
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.35931,0.21157,0.11352,0.21297,0.21157,0.21100,non-corporate,0.61864,2027
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.33803,0.20511,0.10982,0.22529,0.20511,0.20771,non-corporate,0.54287,2027
70,Construction,416883328410.43872,2300,Construction,-0.24577,0.25496,0.16712,0.27871,0.25496,0.25871,non-corporate,0.32703,2027
71,Educational services,223504007264.40912,6100,Educational services,-0.25292,0.25419,0.16477,0.27457,0.25419,0.25662,non-corporate,0.43116,2027
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.23077,0.25219,0.16593,0.28739,0.25219,0.25765,non-corporate,0.55918,2027
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.20927,0.27729,0.19201,0.29984,0.27729,0.28086,non-corporate,0.22474,2027
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.21105,0.26825,0.18306,0.29881,0.26825,0.27289,non-corporate,0.48434,2027
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.20435,0.28025,0.19502,0.30269,0.28025,0.28354,non-corporate,0.24501,2027
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.24094,0.25047,0.16292,0.28151,0.25047,0.25497,non-corporate,0.54741,2027
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.25111,0.25233,0.16332,0.27561,0.25233,0.25533,non-corporate,0.45950,2027
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.25129,0.25053,0.16161,0.27551,0.25053,0.25380,non-corporate,0.48194,2027
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.25084,0.25074,0.16205,0.27578,0.25074,0.25420,non-corporate,0.45219,2027
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.29722,0.24072,0.14802,0.24892,0.24072,0.24171,non-corporate,0.55473,2027
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.35723,0.22926,0.13101,0.21417,0.22926,0.22657,non-corporate,0.65093,2027
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.35549,0.19959,0.10221,0.21518,0.19959,0.20094,non-corporate,0.66252,2027
83,Information and data processing services,9622690880.85332,5140,Information,-0.28890,0.22925,0.13797,0.25374,0.22925,0.23276,non-corporate,0.71413,2027
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.21772,0.26936,0.18335,0.29495,0.26936,0.27315,non-corporate,0.40112,2027
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.21254,0.26244,0.17777,0.29795,0.26244,0.26819,non-corporate,0.41099,2027
86,Textile mills and textile product mills,7854948624.08660,313T,Manufacturing,-0.20666,0.26544,0.18108,0.30135,0.26544,0.27114,non-corporate,0.44125,2027
87,Apparel and leather and allied products,5338390836.47052,315A,Manufacturing,-0.17413,0.28259,0.20096,0.32019,0.28259,0.28883,non-corporate,0.30648,2027
88,Wood products,13100141973.28175,3210,Manufacturing,-0.20774,0.26748,0.18296,0.30073,0.26748,0.27281,non-corporate,0.38113,2027
89,Paper products,18990987477.15243,3220,Manufacturing,-0.25170,0.24208,0.15420,0.27527,0.24208,0.24721,non-corporate,0.52887,2027
90,Printing and related support activities,7652157518.94444,3230,Manufacturing,-0.25460,0.24029,0.15215,0.27360,0.24029,0.24539,non-corporate,0.57042,2027
91,Petroleum and coal products,36804972258.67471,3240,Manufacturing,-0.22880,0.25967,0.17340,0.28853,0.25967,0.26430,non-corporate,0.34789,2027
92,Chemical products,155956627359.31982,3250,Manufacturing,-0.36069,0.19352,0.09652,0.21217,0.19352,0.19587,non-corporate,0.61288,2027
93,Plastics and rubber products,18759113940.69875,3260,Manufacturing,-0.23522,0.24994,0.16352,0.28482,0.24994,0.25550,non-corporate,0.47960,2027
94,Nonmetallic mineral products,17930326841.81076,3270,Manufacturing,-0.23190,0.25683,0.17034,0.28674,0.25683,0.26157,non-corporate,0.39635,2027
95,Primary metals,31384946425.19739,3310,Manufacturing,-0.21123,0.26145,0.17694,0.29871,0.26145,0.26745,non-corporate,0.44642,2027
96,Fabricated metal products,33868174282.10670,3320,Manufacturing,-0.22441,0.25435,0.16884,0.29108,0.25435,0.26024,non-corporate,0.48327,2027
97,Machinery,44994036766.64782,3330,Manufacturing,-0.23157,0.25318,0.16699,0.28693,0.25318,0.25860,non-corporate,0.45057,2027
98,Computer and electronic products,67202508360.48989,3340,Manufacturing,-0.27618,0.24017,0.14963,0.26110,0.24017,0.24314,non-corporate,0.59814,2027
99,"Electrical equipment, appliances, and components",13457767002.51348,3350,Manufacturing,-0.21584,0.26280,0.17776,0.29604,0.26280,0.26818,non-corporate,0.39085,2027
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.23008,0.25572,0.16950,0.28779,0.25572,0.26083,non-corporate,0.50446,2027
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.20074,0.26972,0.18605,0.30478,0.26972,0.27555,non-corporate,0.36227,2027
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.20787,0.26518,0.18082,0.30065,0.26518,0.27091,non-corporate,0.41875,2027
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.24768,0.24717,0.15954,0.27761,0.24717,0.25197,non-corporate,0.46453,2027
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.44655,0.13889,0.03580,0.16246,0.13889,0.14183,non-corporate,0.82103,2027
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.31877,0.21281,0.11926,0.23644,0.21281,0.21611,non-corporate,0.54062,2027
106,Support activities for mining,25044165259.49403,2130,Mining,-0.33480,0.19526,0.10097,0.22716,0.19526,0.19984,non-corporate,0.73982,2027
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.28518,0.23561,0.14389,0.25589,0.23561,0.23804,non-corporate,0.48239,2027
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.21535,0.26280,0.17745,0.29632,0.26280,0.26790,non-corporate,0.52580,2027
109,"Miscellaneous professional, scientific, and technical services",250145961932.30286,5412,"Professional, scientific, and technical services",-0.31522,0.21772,0.12422,0.23850,0.21772,0.22053,non-corporate,0.67450,2027
110,Computer systems design and related services,34987856978.61507,5415,"Professional, scientific, and technical services",-0.24757,0.25053,0.16250,0.27767,0.25053,0.25460,non-corporate,0.63662,2027
111,Real estate,10194541073775.74609,5310,Real estate and rental and leasing,-0.23293,0.27418,0.18649,0.28614,0.27418,0.27595,non-corporate,0.09483,2027
112,Rental and leasing services and lessors of intangible assets,187611316433.48492,5320,Real estate and rental and leasing,-0.31488,0.20174,0.10948,0.23870,0.20174,0.20741,non-corporate,0.77103,2027
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.16124,0.29137,0.21067,0.32765,0.29137,0.29747,non-corporate,0.21880,2027
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.37596,0.17692,0.07917,0.20333,0.17692,0.18043,non-corporate,0.73169,2027
115,Railroad transportation,83039763587.38625,4820,Transportation and warehousing,-0.45341,0.14930,0.04400,0.15849,0.14930,0.14913,non-corporate,0.71126,2027
116,Water transportation,9217710064.27329,4830,Transportation and warehousing,-0.32966,0.20204,0.10759,0.23014,0.20204,0.20573,non-corporate,0.69228,2027
117,Truck transportation,37317255861.79116,4840,Transportation and warehousing,-0.28210,0.22052,0.13074,0.25767,0.22052,0.22633,non-corporate,0.70338,2027
118,Transit and ground passenger transportation,10233125938.19117,4850,Transportation and warehousing,-0.25680,0.24143,0.15271,0.27232,0.24143,0.24588,non-corporate,0.57010,2027
119,Pipeline transportation,33708295455.53726,4860,Transportation and warehousing,-0.47409,0.12708,0.02156,0.14651,0.12708,0.12916,non-corporate,0.82219,2027
120,Other transportation and support activities,34235605978.45628,487S,Transportation and warehousing,-0.32844,0.20777,0.11303,0.23084,0.20777,0.21057,non-corporate,0.61920,2027
121,Warehousing and storage,15189477206.63352,4930,Transportation and warehousing,-0.22659,0.26315,0.17636,0.28981,0.26315,0.26693,non-corporate,0.41535,2027
122,Utilities,110848021471.32501,2200,Utilities,-0.38734,0.18120,0.08111,0.19674,0.18120,0.18216,non-corporate,0.67445,2027
123,Wholesale trade,387578651034.95862,4200,Wholesale trade,-0.14583,0.29535,0.21636,0.33657,0.29535,0.30254,non-corporate,0.19811,2027
124,Accommodation and food services,422338947685.42126,,Accommodation and food services,-0.06619,0.20322,0.14611,0.26054,0.30167,0.29270,corporate,0.27804,2027
125,Administrative and waste management services,175956964100.01053,,Administrative and waste management services,-0.11265,0.17001,0.10986,0.22832,0.27256,0.26268,corporate,0.58584,2027
126,"Agriculture, forestry, fishing, and hunting",393953898677.15161,,"Agriculture, forestry, fishing, and hunting",-0.08641,0.18733,0.12917,0.24652,0.28775,0.27867,corporate,0.34161,2027
127,"Arts, entertainment, and recreation",183023311190.91339,,"Arts, entertainment, and recreation",-0.15107,0.15066,0.08713,0.20168,0.25561,0.24385,corporate,0.55265,2027
130,Finance and insurance,1136731001700.34302,,Finance and insurance,-0.08418,0.18633,0.12860,0.24807,0.28687,0.27820,corporate,0.53493,2027
131,Health care and social assistance,742735906772.80237,,Health care and social assistance,-0.09187,0.18541,0.12639,0.24273,0.28606,0.27637,corporate,0.46041,2027
132,Information,1889701924722.87842,,Information,-0.15887,0.14768,0.08315,0.19627,0.25299,0.24055,corporate,0.65467,2027
133,Management of companies and enterprises,424413204161.25208,,Management of companies and enterprises,-0.07658,0.19726,0.13923,0.25334,0.29645,0.28700,corporate,0.37764,2027
134,Manufacturing,3957731403454.22363,,Manufacturing,-0.11477,0.16904,0.10888,0.22685,0.27171,0.26186,corporate,0.50769,2027
135,Mining,1516828156663.24072,,Mining,-0.19810,0.10836,0.04321,0.16906,0.21853,0.20746,corporate,0.77840,2027
136,"Other services, except government",227393671623.35632,,"Other services, except government",-0.11187,0.17414,0.11347,0.22887,0.27618,0.26566,corporate,0.44757,2027
137,"Professional, scientific, and technical services",311940720413.04395,,"Professional, scientific, and technical services",-0.13570,0.15807,0.09601,0.21234,0.26210,0.25120,corporate,0.64766,2027
138,Real estate and rental and leasing,2794042611502.89404,,Real estate and rental and leasing,-0.08017,0.19913,0.14043,0.25085,0.29809,0.28800,corporate,0.15268,2027
140,Transportation and warehousing,1016357427176.24634,,Transportation and warehousing,-0.17651,0.12639,0.06198,0.18403,0.23433,0.22302,corporate,0.69262,2027
143,Accommodation and food services,453453559859.06067,,Accommodation and food services,-0.20514,0.27537,0.19044,0.30224,0.27537,0.27946,non-corporate,0.32174,2027
144,Administrative and waste management services,133222200109.40714,,Administrative and waste management services,-0.27201,0.23545,0.14545,0.26352,0.23545,0.23942,non-corporate,0.60984,2027
145,"Agriculture, forestry, fishing, and hunting",878144931748.55566,,"Agriculture, forestry, fishing, and hunting",-0.23334,0.26115,0.17419,0.28591,0.26115,0.26500,non-corporate,0.28020,2027
146,"Arts, entertainment, and recreation",189876790497.71692,,"Arts, entertainment, and recreation",-0.34758,0.20805,0.11150,0.21976,0.20805,0.20920,non-corporate,0.57715,2027
149,Finance and insurance,309388598978.03119,,Finance and insurance,-0.21407,0.27097,0.18545,0.29706,0.27097,0.27503,non-corporate,0.32746,2027
150,Health care and social assistance,712395514860.77893,,Health care and social assistance,-0.24874,0.25171,0.16306,0.27699,0.25171,0.25510,non-corporate,0.48096,2027
151,Information,167179370661.11032,,Information,-0.34800,0.20998,0.11308,0.21952,0.20998,0.21061,non-corporate,0.65644,2027
152,Management of companies and enterprises,90403382554.93427,,Management of companies and enterprises,-0.21772,0.26936,0.18335,0.29495,0.26936,0.27315,non-corporate,0.40112,2027
153,Manufacturing,649562708068.65234,,Manufacturing,-0.25873,0.24177,0.15319,0.27121,0.24177,0.24631,non-corporate,0.49336,2027
154,Mining,317661770013.00690,,Mining,-0.41877,0.15420,0.05323,0.17854,0.15420,0.15734,non-corporate,0.77706,2027
155,"Other services, except government",434659499245.13385,,"Other services, except government",-0.28518,0.23561,0.14389,0.25589,0.23561,0.23804,non-corporate,0.48239,2027
156,"Professional, scientific, and technical services",309828490189.64392,,"Professional, scientific, and technical services",-0.29876,0.22533,0.13317,0.24803,0.22533,0.22849,non-corporate,0.65837,2027
157,Real estate and rental and leasing,10382152390209.22852,,Real estate and rental and leasing,-0.23432,0.27298,0.18522,0.28534,0.27298,0.27482,non-corporate,0.10705,2027
159,Transportation and warehousing,270737659127.65555,,Transportation and warehousing,-0.37379,0.18217,0.08409,0.20459,0.18217,0.18481,non-corporate,0.69337,2027
162,Overall,20307631130712.19531,,Overall,-0.11489,0.17013,0.10970,0.22677,0.27267,0.26255,corporate,0.47761,2027
163,Overall,17036588869287.80469,,Overall,-0.24087,0.26384,0.17583,0.28155,0.26384,0.26646,non-corporate,0.23292,2027
0,Accommodation,251468386854.07248,7210,Accommodation and food services,-0.05932,0.20939,0.15256,0.26604,0.30726,0.29834,corporate,0.20105,2028
1,Food services and drinking places,170870560831.34879,7220,Accommodation and food services,-0.07647,0.19396,0.13644,0.25416,0.29374,0.28500,corporate,0.39136,2028
2,Administrative and support services,106492097792.69568,5610,Administrative and waste management services,-0.10449,0.17354,0.11435,0.23474,0.27585,0.26671,corporate,0.63374,2028
3,Waste management and remediation services,69464866307.31482,5620,Administrative and waste management services,-0.12540,0.16453,0.10289,0.22026,0.26796,0.25722,corporate,0.51241,2028
4,Farms,359601192714.82739,110C,"Agriculture, forestry, fishing, and hunting",-0.08570,0.18759,0.12950,0.24776,0.28816,0.27925,corporate,0.34203,2028
5,"Forestry, fishing, and related activities",34352705962.32426,113F,"Agriculture, forestry, fishing, and hunting",-0.09393,0.18468,0.12576,0.24206,0.28561,0.27616,corporate,0.33730,2028
6,"Performing arts, spectator sports, museums, and related activities",79922779340.27766,711A,"Arts, entertainment, and recreation",-0.15964,0.15181,0.08677,0.19654,0.25681,0.24387,corporate,0.58729,2028
7,"Amusements, gambling, and recreation industries",103100531850.63574,7130,"Arts, entertainment, and recreation",-0.14452,0.14976,0.08742,0.20701,0.25502,0.24441,corporate,0.52580,2028
8,Construction,167674309864.62842,2300,Construction,-0.08904,0.18335,0.12545,0.24545,0.28444,0.27590,corporate,0.40921,2028
9,Educational services,321852356259.17963,6100,Educational services,-0.09386,0.18740,0.12770,0.24211,0.28799,0.27776,corporate,0.40804,2028
10,Credit intermediation and related activities,742471497270.98792,5220,Finance and insurance,-0.09101,0.17995,0.12201,0.24408,0.28146,0.27305,corporate,0.59522,2028
11,"Securities, commodity contracts, and investments",117288646634.00693,5230,Finance and insurance,-0.07000,0.20098,0.14357,0.25864,0.29989,0.29090,corporate,0.31272,2028
12,Insurance carriers and related activities,242704259872.50821,5240,Finance and insurance,-0.07387,0.19522,0.13788,0.25596,0.29485,0.28619,corporate,0.49769,2028
13,"Funds, trusts, and other financial vehicles",34266597922.83983,5250,Finance and insurance,-0.06067,0.20839,0.15133,0.26511,0.30638,0.29732,corporate,0.25282,2028
14,Ambulatory health care services,187676386627.50763,6210,Health care and social assistance,-0.08951,0.18373,0.12540,0.24512,0.28478,0.27585,corporate,0.52597,2028
15,Hospitals,476870658866.97443,622H,Health care and social assistance,-0.09253,0.18627,0.12700,0.24303,0.28701,0.27718,corporate,0.43512,2028
16,Nursing and residential care facilities,45367688456.41498,6230,Health care and social assistance,-0.09340,0.18459,0.12540,0.24243,0.28553,0.27585,corporate,0.46046,2028
17,Social assistance,32821172821.90539,6240,Health care and social assistance,-0.09376,0.18354,0.12454,0.24218,0.28462,0.27514,corporate,0.45287,2028
18,Publishing industries (including software),205722166039.38168,5110,Information,-0.14243,0.16371,0.09994,0.20846,0.26724,0.25477,corporate,0.60046,2028
19,Motion picture and sound recording industries,275276728520.28156,5120,Information,-0.16717,0.15833,0.09157,0.19131,0.26252,0.24784,corporate,0.63754,2028
20,Broadcasting and telecommunications,1290508619097.38721,5130,Information,-0.16180,0.14188,0.07750,0.19504,0.24810,0.23619,corporate,0.65966,2028
21,Information and data processing services,118194411065.82817,5140,Information,-0.13719,0.15694,0.09477,0.21209,0.26130,0.25049,corporate,0.73455,2028
22,Management of companies and enterprises,424413204161.25208,5500,Management of companies and enterprises,-0.07658,0.19726,0.13923,0.25408,0.29663,0.28731,corporate,0.37764,2028
23,"Food, beverage, and tobacco products",382744557829.31506,311A,Manufacturing,-0.08246,0.18661,0.12924,0.25001,0.28730,0.27904,corporate,0.44191,2028
24,Textile mills and textile product mills,39763433351.20227,313T,Manufacturing,-0.07433,0.19190,0.13503,0.25564,0.29194,0.28383,corporate,0.45065,2028
25,Apparel and leather and allied products,23802489966.32124,315A,Manufacturing,-0.05129,0.20697,0.15186,0.27161,0.30514,0.29776,corporate,0.30090,2028
26,Wood products,45996624948.83839,3210,Manufacturing,-0.07153,0.19515,0.13836,0.25758,0.29479,0.28659,corporate,0.37635,2028
27,Paper products,129541595783.22841,3220,Manufacturing,-0.10580,0.17171,0.11259,0.23384,0.27425,0.26525,corporate,0.53881,2028
28,Printing and related support activities,49933189821.24265,3230,Manufacturing,-0.10736,0.17067,0.11142,0.23275,0.27334,0.26428,corporate,0.57400,2028
29,Petroleum and coal products,329428097154.64099,3240,Manufacturing,-0.08306,0.19030,0.13239,0.24959,0.29053,0.28164,corporate,0.32103,2028
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.18217,0.12794,0.06259,0.18093,0.23589,0.22385,corporate,0.62593,2028
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.10129,0.17435,0.11564,0.23696,0.27656,0.26777,corporate,0.51535,2028
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.08795,0.18593,0.12780,0.24621,0.28671,0.27784,corporate,0.39253,2028
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.08039,0.18703,0.12990,0.25144,0.28767,0.27958,corporate,0.46679,2028
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.08970,0.18081,0.12306,0.24499,0.28222,0.27392,corporate,0.50338,2028
35,Machinery,272319888399.54382,3330,Manufacturing,-0.10402,0.17404,0.11494,0.23507,0.27629,0.26719,corporate,0.49978,2028
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.13234,0.16467,0.10223,0.21545,0.26807,0.25668,corporate,0.59651,2028
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.09036,0.18417,0.12588,0.24453,0.28516,0.27625,corporate,0.41812,2028
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.09985,0.17861,0.11954,0.23796,0.28029,0.27100,corporate,0.52823,2028
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.08363,0.18811,0.13043,0.24920,0.28861,0.28002,corporate,0.40271,2028
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.07848,0.19002,0.13282,0.25277,0.29029,0.28200,corporate,0.42831,2028
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.11474,0.16942,0.10924,0.22764,0.27224,0.26247,corporate,0.49404,2028
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.21311,0.09808,0.03195,0.15949,0.20973,0.19848,corporate,0.81483,2028
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.13953,0.15017,0.08859,0.21046,0.25537,0.24537,corporate,0.57486,2028
44,Support activities for mining,120225750260.04312,2130,Mining,-0.14890,0.13978,0.07811,0.20397,0.24627,0.23670,corporate,0.73488,2028
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.11187,0.17414,0.11347,0.22963,0.27638,0.26597,corporate,0.44757,2028
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.07445,0.19273,0.13564,0.25556,0.29266,0.28433,corporate,0.51576,2028
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.14637,0.15168,0.08880,0.20573,0.25670,0.24555,corporate,0.66190,2028
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.10545,0.17751,0.11762,0.23408,0.27933,0.26941,corporate,0.62658,2028
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.07469,0.20418,0.14566,0.25539,0.30270,0.29263,corporate,0.09209,2028
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.13975,0.14332,0.08276,0.21032,0.24937,0.24055,corporate,0.77438,2028
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.05458,0.20786,0.15203,0.26932,0.30592,0.29790,corporate,0.27074,2028
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.17178,0.12668,0.06316,0.18812,0.23479,0.22432,corporate,0.72038,2028
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.21149,0.10820,0.04042,0.16061,0.21860,0.20550,corporate,0.69673,2028
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.14431,0.14597,0.08398,0.20715,0.25169,0.24156,corporate,0.67934,2028
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.11709,0.15981,0.10063,0.22601,0.26382,0.25535,corporate,0.68394,2028
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.09894,0.17688,0.11800,0.23859,0.27877,0.26972,corporate,0.54921,2028
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.22686,0.09052,0.02318,0.14996,0.20311,0.19122,corporate,0.81097,2028
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.14145,0.15108,0.08882,0.20913,0.25617,0.24557,corporate,0.60224,2028
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.07763,0.19481,0.13685,0.25336,0.29449,0.28534,corporate,0.38683,2028
60,Utilities,2043224620805.23413,2200,Utilities,-0.17585,0.13094,0.06563,0.18530,0.23852,0.22637,corporate,0.66370,2028
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.04836,0.20800,0.15331,0.27364,0.30604,0.29896,corporate,0.28714,2028
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.19811,0.28194,0.19736,0.30742,0.28194,0.28584,non-corporate,0.26613,2028
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.22514,0.26103,0.17469,0.29179,0.26103,0.26566,non-corporate,0.45791,2028
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.25447,0.24291,0.15456,0.27484,0.24291,0.24775,non-corporate,0.63999,2028
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.30989,0.22239,0.12854,0.24280,0.22239,0.22461,non-corporate,0.55176,2028
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.23266,0.26013,0.17323,0.28744,0.26013,0.26437,non-corporate,0.31208,2028
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.23979,0.26788,0.17993,0.28332,0.26788,0.27033,non-corporate,0.15913,2028
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.36048,0.21214,0.11389,0.21356,0.21214,0.21157,non-corporate,0.61870,2028
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.33918,0.20562,0.11013,0.22587,0.20562,0.20822,non-corporate,0.54291,2028
70,Construction,416883328410.43872,2300,Construction,-0.24661,0.25555,0.16755,0.27938,0.25555,0.25931,non-corporate,0.32705,2028
71,Educational services,223504007264.40912,6100,Educational services,-0.25376,0.25479,0.16520,0.27525,0.25479,0.25722,non-corporate,0.43124,2028
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.23149,0.25279,0.16637,0.28812,0.25279,0.25826,non-corporate,0.55923,2028
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.20999,0.27793,0.19249,0.30055,0.27793,0.28151,non-corporate,0.22477,2028
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.21170,0.26888,0.18354,0.29956,0.26888,0.27354,non-corporate,0.48440,2028
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.20507,0.28088,0.19550,0.30340,0.28088,0.28418,non-corporate,0.24507,2028
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.24170,0.25106,0.16335,0.28222,0.25106,0.25557,non-corporate,0.54748,2028
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.25195,0.25292,0.16375,0.27629,0.25292,0.25593,non-corporate,0.45958,2028
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.25212,0.25112,0.16203,0.27619,0.25112,0.25440,non-corporate,0.48202,2028
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.25167,0.25133,0.16248,0.27646,0.25133,0.25480,non-corporate,0.45226,2028
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.29808,0.24136,0.14850,0.24963,0.24136,0.24237,non-corporate,0.55478,2028
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.35835,0.22990,0.13148,0.21479,0.22990,0.22722,non-corporate,0.65102,2028
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.35666,0.20011,0.10253,0.21577,0.20011,0.20146,non-corporate,0.66258,2028
83,Information and data processing services,9622690880.85332,5140,Information,-0.28964,0.22988,0.13844,0.25451,0.22988,0.23341,non-corporate,0.71417,2028
